episode,reward,length,moving_avg_reward,epsilon,success,cumulative_reward,reward_variance,length_variance,best_10_avg_reward,replay_buffer_fullness
260,163.0,163,118.22,0.27164454854530906,0,21229.0,4600.2275,4600.2275,155.5,0.42458
261,171.0,171,120.26,0.2702863258025825,0,21400.0,4613.072738215822,4613.072738215822,155.5,0.428
262,67.0,67,118.74,0.2689348941735696,0,21467.0,4596.320217353302,4596.320217353302,155.5,0.42934
263,156.0,156,121.6,0.26759021970270175,0,21623.0,4599.622229611531,4599.622229611531,155.5,0.43246
264,60.0,60,120.08,0.2662522686041882,0,21683.0,4584.061969123049,4584.061969123049,155.5,0.43366
265,159.0,159,122.9,0.2649210072611673,0,21842.0,4588.976091135635,4588.976091135635,155.5,0.43684
266,156.0,156,122.88,0.26359640222486147,0,21998.0,4591.999773870768,4591.999773870768,155.5,0.43996
267,141.0,141,122.72,0.26227842021373715,0,22139.0,4587.483847437893,4587.483847437893,155.5,0.44278
268,15.0,15,122.72,0.2609670281126685,0,22154.0,4587.514089997772,4587.514089997772,155.5,0.44308
269,14.0,14,120.2,0.25966219297210513,0,22168.0,4587.922002183497,4587.922002183497,155.5,0.44336
270,157.0,157,120.34,0.2583638820072446,0,22325.0,4591.460150891632,4591.460150891632,155.5,0.4465
271,151.0,151,120.66,0.2570720625972084,0,22476.0,4591.6750316580665,4591.6750316580665,155.5,0.44952
272,183.0,183,124.04,0.25578670228422234,0,22659.0,4611.469385272492,4611.469385272492,155.5,0.45318
273,97.0,97,125.48,0.25450776877280124,0,22756.0,4595.262032229065,4595.262032229065,155.5,0.45512
274,170.0,170,126.12,0.2532352299289372,0,22926.0,4605.789919548191,4605.789919548191,155.5,0.45852
275,186.0,186,128.38,0.2519690537792925,0,23112.0,4626.979914049587,4626.979914049587,155.5,0.46224
276,112.0,112,127.34,0.2507092085103961,0,23224.0,4613.036967023735,4613.036967023735,155.5,0.46448
277,178.0,178,127.58,0.2494556624678441,0,23402.0,4628.069230668977,4628.069230668977,155.5,0.46804
278,207.0,207,128.6,0.24820838415550486,0,23609.0,4665.2209124786505,4665.2209124786505,155.5,0.47218
279,175.0,175,129.12,0.24696734223472733,0,23784.0,4677.4764712683545,4677.4764712683545,161.6,0.47568
280,166.0,166,128.8,0.2457325055235537,0,23950.0,4683.977295918367,4683.977295918367,162.5,0.479
281,18.0,18,126.32,0.24450384299593592,0,23968.0,4683.482149415533,4683.482149415533,162.5,0.47936
282,207.0,207,127.38,0.24328132378095624,0,24175.0,4719.212677933706,4719.212677933706,162.5,0.4835
283,228.0,228,130.3,0.24206491716205145,0,24403.0,4773.809437001336,4773.809437001336,164.7,0.48806
284,194.0,194,130.88,0.2408545925762412,0,24597.0,4797.752169708391,4797.752169708391,167.1,0.49194
285,21.0,21,128.42,0.23965031961336,0,24618.0,4795.9686795937205,4795.9686795937205,167.1,0.49236
286,263.0,263,130.92,0.2384520680152932,0,24881.0,4887.891596166071,4887.891596166071,167.1,0.49762
287,127.0,127,130.2,0.23725980767521673,0,25008.0,4876.417074384781,4876.417074384781,167.1,0.50016
288,193.0,193,133.84,0.23607350863684065,0,25201.0,4898.263876832562,4898.263876832562,167.1,0.50402
289,14.0,14,131.06,0.23489314109365644,0,25215.0,4899.944852192862,4899.944852192862,167.1,0.5043
290,176.0,176,134.32,0.23371867538818816,0,25391.0,4910.115921521998,4910.115921521998,167.1,0.50782
291,197.0,197,135.68,0.23255008201124722,0,25588.0,4934.26331762733,4934.26331762733,167.1,0.51176
292,123.0,123,134.98,0.231387331601191,0,25711.0,4921.562429630325,4921.562429630325,167.1,0.51422
293,116.0,116,134.28,0.23023039494318503,0,25827.0,4907.422148190428,4907.422148190428,167.1,0.51654
294,174.0,174,134.88,0.2290792429684691,0,26001.0,4915.715639316951,4915.715639316951,167.1,0.52002
295,166.0,166,135.32,0.22793384675362674,0,26167.0,4919.375420856077,4919.375420856077,167.1,0.52334
296,172.0,172,138.44,0.22679417751985861,0,26339.0,4926.117957907231,4926.117957907231,167.1,0.52678
297,39.0,39,136.28,0.22566020663225933,0,26378.0,4917.915201396683,4917.915201396683,167.1,0.52756
298,500.0,500,143.38,0.22453190559909803,1,26878.0,5466.868159091932,5466.868159091932,167.7,0.53756
299,500.0,500,150.24,0.22340924607110255,1,27378.0,6008.379525956086,6008.379525956086,216.3,0.54756
300,441.0,441,155.52,0.22229219984074702,0,27819.0,6394.010433333333,6394.010433333333,242.8,0.55638
301,500.0,500,162.7,0.2211807388415433,1,28319.0,6921.996423880531,6921.996423880531,273.1,0.56638
302,412.0,412,170.52,0.22007483514733558,0,28731.0,7232.640509188193,7232.640509188193,302.0,0.57462
303,492.0,492,177.36,0.2189744609715989,0,29223.0,7726.860895990588,7726.860895990588,339.6,0.58446
304,140.0,140,176.8,0.2178795886667409,0,29363.0,7707.66316438712,7707.66316438712,339.6,0.58726
305,429.0,429,185.0,0.2167901907234072,0,29792.0,8043.490201558722,8043.490201558722,362.5,0.59584
306,500.0,500,191.92,0.21570623976979014,1,30292.0,8544.43786577812,8544.43786577812,395.3,0.60584
307,500.0,500,199.0,0.21462770857094118,1,30792.0,9038.698468949273,9038.698468949273,441.4,0.61584
308,433.0,433,206.32,0.21355457002808648,0,31225.0,9367.56673764547,9367.56673764547,441.4,0.6245
309,23.0,23,203.64,0.21248679717794605,0,31248.0,9357.068212523956,9357.068212523956,441.4,0.62496
310,500.0,500,210.38,0.21142436319205632,1,31748.0,9838.45531737773,9838.45531737773,441.4,0.63496
311,500.0,500,216.96,0.21036724137609603,1,32248.0,10313.467416589983,10313.467416589983,441.4,0.64496
312,428.0,428,224.18,0.20931540516921554,0,32676.0,10616.43392504931,10616.43392504931,441.4,0.65352
313,129.0,129,223.64,0.20826882814336947,0,32805.0,10584.391368698261,10584.391368698261,441.4,0.6561
314,500.0,500,232.44,0.20722748400265262,1,33305.0,11046.476418921658,11046.476418921658,441.4,0.6661
315,500.0,500,239.26,0.20619134658263935,1,33805.0,11502.489695137316,11502.489695137316,441.4,0.6761
316,500.0,500,246.14,0.20516038984972615,1,34305.0,11952.518536692836,11952.518536692836,441.4,0.6861
317,290.0,290,249.12,0.2041345879004775,0,34595.0,12018.335758142679,12018.335758142679,441.4,0.6919
318,171.0,171,252.24,0.2031139149609751,0,34766.0,11992.54084094775,11992.54084094775,441.4,0.69532
319,160.0,160,255.16,0.20209834538617025,0,34926.0,11962.970804139111,11962.970804139111,441.4,0.69852
320,300.0,300,258.02,0.2010878536592394,0,35226.0,12038.655898437499,12038.655898437499,441.4,0.70452
321,174.0,174,258.48,0.2000824143909432,0,35400.0,12013.84039362972,12013.84039362972,441.4,0.708
322,500.0,500,264.82,0.19908200231898848,1,35900.0,12446.746807607733,12446.746807607733,441.4,0.718
323,500.0,500,272.88,0.19808659230739353,1,36400.0,12874.070143488389,12874.070143488389,441.4,0.728
324,500.0,500,279.48,0.19709615934585656,1,36900.0,13295.888888888883,13295.888888888883,441.4,0.738
325,500.0,500,285.76,0.19611067854912728,1,37400.0,13712.280236686387,13712.280236686387,441.4,0.748
326,500.0,500,293.52,0.19513012515638165,1,37900.0,14123.320109902521,14123.320109902521,441.4,0.758
327,500.0,500,299.96,0.19415447453059972,1,38400.0,14529.08318603934,14529.08318603934,441.4,0.768
328,350.0,350,302.82,0.19318370215794672,0,38750.0,14649.187648721,14649.187648721,441.4,0.775
329,500.0,500,309.32,0.192217783647157,1,39250.0,15046.526473332658,15046.526473332658,441.4,0.785
330,500.0,500,316.0,0.1912566947289212,1,39750.0,15438.787327823691,15438.787327823691,452.4,0.795
331,500.0,500,325.64,0.1903004112552766,1,40250.0,15826.040361077392,15826.040361077392,485.0,0.805
332,12.0,12,321.74,0.18934890919900021,0,40262.0,15814.4445855712,15814.4445855712,485.0,0.80524
333,500.0,500,327.18,0.18840216465300522,1,40762.0,16196.397767136512,16196.397767136512,485.0,0.81524
334,500.0,500,333.3,0.18746015382974018,1,41262.0,16573.499982071786,16573.499982071786,485.0,0.82524
335,500.0,500,342.88,0.1865228530605915,1,41762.0,16945.817562931614,16945.817562931614,485.0,0.83524
336,500.0,500,347.62,0.18559023879528855,1,42262.0,17313.41578089569,17313.41578089569,485.0,0.84524
337,500.0,500,355.08,0.1846622876013121,1,42762.0,17676.35886553549,17676.35886553549,485.0,0.85524
338,403.0,403,359.28,0.18373897616330553,0,43165.0,17848.946754315322,17848.946754315322,485.0,0.8633
339,500.0,500,369.0,0.182820281282489,1,43665.0,18203.944396585477,18203.944396585477,485.0,0.8733
340,500.0,500,375.48,0.18190617987607657,1,44165.0,18554.462932525956,18554.462932525956,485.0,0.8833
341,500.0,500,381.54,0.18099664897669618,1,44665.0,18900.562740258516,18900.562740258516,485.0,0.8933
342,500.0,500,389.08,0.1800916657318127,1,45165.0,19242.30324715297,19242.30324715297,490.3,0.9033
343,500.0,500,396.76,0.17919120740315364,1,45665.0,19579.742947241368,19579.742947241368,490.3,0.9133
344,500.0,500,403.28,0.17829525136613786,1,46165.0,19912.93941826663,19912.93941826663,490.3,0.9233
345,500.0,500,409.96,0.17740377510930716,1,46665.0,20241.949338374296,20241.949338374296,490.3,0.9333
346,500.0,500,416.52,0.17651675623376062,1,47165.0,20566.828502455814,20566.828502455814,490.3,0.9433
347,500.0,500,425.74,0.1756341724525918,1,47665.0,20887.631838151636,20887.631838151636,490.3,0.9533
348,500.0,500,425.74,0.17475600159032884,1,48165.0,21204.413421522,21204.413421522,500.0,0.9633
349,500.0,500,425.74,0.17388222158237718,1,48665.0,21517.22649239332,21517.22649239332,500.0,0.9733
350,500.0,500,426.92,0.1730128104744653,1,49165.0,21826.123469387763,21826.123469387763,500.0,0.9833
351,500.0,500,426.92,0.17214774642209296,1,49665.0,22131.15596464315,22131.15596464315,500.0,0.9933
352,500.0,500,428.68,0.1712870076899825,1,50165.0,22432.374798230896,22432.374798230896,500.0,1.0
353,500.0,500,428.84,0.17043057265153258,1,50665.0,22729.830012278402,22729.830012278402,500.0,1.0
354,500.0,500,436.04,0.16957841978827493,1,51165.0,23023.57088480322,23023.57088480322,500.0,1.0
355,500.0,500,437.46,0.16873052768933355,1,51665.0,23313.645943265226,23313.645943265226,500.0,1.0
356,500.0,500,437.46,0.1678868750508869,1,52165.0,23600.1029778437,23600.1029778437,500.0,1.0
357,265.0,265,432.76,0.16704744067563246,0,52430.0,23573.199648486843,23573.199648486843,500.0,1.0
358,500.0,500,434.1,0.1662122034722543,1,52930.0,23854.720264660897,23854.720264660897,500.0,1.0
359,500.0,500,443.64,0.16538114245489302,1,53430.0,24132.742716148998,24132.742716148998,500.0,1.0
360,500.0,500,443.64,0.16455423674261854,1,53930.0,24407.31219135802,24407.31219135802,500.0,1.0
361,500.0,500,443.64,0.16373146555890544,1,54430.0,24678.47320078882,24678.47320078882,500.0,1.0
362,500.0,500,445.08,0.16291280823111093,1,54930.0,24946.269588840383,24946.269588840383,500.0,1.0
363,500.0,500,452.5,0.16209824418995536,1,55430.0,25210.744545378653,25210.744545378653,500.0,1.0
364,500.0,500,452.5,0.16128775296900558,1,55930.0,25471.940617075226,25471.940617075226,500.0,1.0
365,500.0,500,452.5,0.16048131420416054,1,56430.0,25729.899718521305,25729.899718521305,500.0,1.0
366,500.0,500,452.5,0.15967890763313974,1,56930.0,25984.663143121612,25984.663143121612,500.0,1.0
367,500.0,500,456.7,0.15888051309497406,1,57430.0,26236.271573773654,26236.271573773654,500.0,1.0
368,500.0,500,463.28,0.1580861105294992,1,57930.0,26484.76509333649,26484.76509333649,500.0,1.0
369,500.0,500,470.08,0.1572956799768517,1,58430.0,26730.18319489428,26730.18319489428,500.0,1.0
370,465.0,465,473.38,0.15650920157696743,0,58895.0,26911.40427319211,26911.40427319211,500.0,1.0
371,500.0,500,479.9,0.1557266555690826,1,59395.0,27151.12587092508,27151.12587092508,500.0,1.0
372,500.0,500,479.9,0.1549480222912372,1,59895.0,27387.884343565733,27387.884343565733,500.0,1.0
373,500.0,500,479.9,0.15417328217978102,1,60395.0,27621.71695333107,27621.71695333107,500.0,1.0
374,500.0,500,479.9,0.1534024157688821,1,60895.0,27852.660420658296,27852.660420658296,500.0,1.0
375,14.0,14,470.18,0.1526354036900377,0,60909.0,27837.289557333334,27837.289557333334,500.0,1.0
376,299.0,299,466.16,0.1518722266715875,0,61208.0,27812.73132639203,27812.73132639203,500.0,1.0
377,500.0,500,466.16,0.15111286553822956,1,61708.0,28039.781972714925,28039.781972714925,500.0,1.0
378,500.0,500,469.16,0.15035730121053842,1,62208.0,28264.043839758135,28264.043839758135,500.0,1.0
379,500.0,500,469.16,0.14960551470448571,1,62708.0,28485.551534728947,28485.551534728947,500.0,1.0
380,500.0,500,469.16,0.14885748713096328,1,63208.0,28704.339168975075,28704.339168975075,500.0,1.0
381,500.0,500,469.16,0.14811319969530845,1,63708.0,28920.44036621407,28920.44036621407,500.0,1.0
382,500.0,500,478.92,0.1473726336968319,1,64208.0,29133.88827060662,29133.88827060662,500.0,1.0
383,500.0,500,478.92,0.14663577052834775,1,64708.0,29344.715554676906,29344.715554676906,500.0,1.0
384,500.0,500,478.92,0.14590259167570602,1,65208.0,29552.954427083332,29552.954427083332,500.0,1.0
385,500.0,500,478.92,0.1451730787173275,1,65708.0,29758.636640242876,29758.636640242876,500.0,1.0
386,490.0,490,478.72,0.14444721332374086,0,66198.0,29945.032376708106,29945.032376708106,500.0,1.0
387,500.0,500,478.72,0.14372497725712216,1,66698.0,30145.781917486252,30145.781917486252,500.0,1.0
388,500.0,500,480.66,0.14300635237083656,1,67198.0,30344.066718035923,30344.066718035923,500.0,1.0
389,500.0,500,480.66,0.14229132060898236,1,67698.0,30539.916786169804,30539.916786169804,500.0,1.0
390,500.0,500,480.66,0.14157986400593744,1,68198.0,30733.36170940171,30733.36170940171,500.0,1.0
391,500.0,500,480.66,0.14087196468590776,1,68698.0,30924.43066175653,30924.43066175653,500.0,1.0
392,500.0,500,480.66,0.14016760486247823,1,69198.0,31113.15241045397,31113.15241045397,500.0,1.0
393,500.0,500,480.66,0.13946676683816583,1,69698.0,31299.555322468907,31299.555322468907,500.0,1.0
394,500.0,500,480.66,0.138769433003975,1,70198.0,31483.66737097064,31483.66737097064,500.0,1.0
395,47.0,47,471.6,0.13807558583895513,0,70245.0,31447.408364044226,31447.408364044226,500.0,1.0
396,336.0,336,468.32,0.13738520790976036,0,70581.0,31431.007977502297,31431.007977502297,500.0,1.0
397,351.0,351,465.34,0.13669828187021155,0,70932.0,31426.830663223547,31426.830663223547,500.0,1.0
398,330.0,330,461.94,0.13601479046086049,0,71262.0,31405.263806469527,31405.263806469527,500.0,1.0
399,100.0,100,453.94,0.1353347165085562,0,71362.0,31342.176129546926,31342.176129546926,500.0,1.0
400,29.0,29,444.52,0.1346580429260134,0,71391.0,31319.81949375001,31319.81949375001,500.0,1.0
401,500.0,500,444.52,0.13398475271138335,1,71891.0,31498.86962145758,31498.86962145758,500.0,1.0
402,500.0,500,444.52,0.13331482894782642,1,72391.0,31675.752759832674,31675.752759832674,500.0,1.0
403,170.0,170,437.92,0.13264825480308728,0,72561.0,31597.40423252406,31597.40423252406,500.0,1.0
404,235.0,235,432.62,0.13198501352907185,0,72796.0,31526.647779629457,31526.647779629457,500.0,1.0
405,173.0,173,426.08,0.1313250884614265,0,72969.0,31448.93146776406,31448.93146776406,500.0,1.0
406,340.0,340,422.88,0.13066846301911936,0,73309.0,31434.236046737366,31434.236046737366,500.0,1.0
407,119.0,119,419.96,0.13001512070402377,0,73428.0,31366.291532094972,31366.291532094972,500.0,1.0
408,500.0,500,419.96,0.12936504510050365,1,73928.0,31539.133121876202,31539.133121876202,500.0,1.0
409,500.0,500,419.96,0.12871821987500112,1,74428.0,31709.91138264358,31709.91138264358,500.0,1.0
410,288.0,288,415.72,0.12807462877562611,0,74716.0,31659.920785246875,31659.920785246875,500.0,1.0
411,203.0,203,409.78,0.12743425563174798,0,74919.0,31583.93599374856,31583.93599374856,500.0,1.0
412,223.0,223,404.24,0.12679708435358925,0,75142.0,31511.289824677162,31511.289824677162,500.0,1.0
413,221.0,221,398.66,0.1261630989318213,0,75363.0,31438.59329655448,31438.59329655448,500.0,1.0
414,500.0,500,398.66,0.1255322834371622,1,75863.0,31605.595072230382,31605.595072230382,500.0,1.0
415,500.0,500,398.66,0.12490462201997637,1,76363.0,31770.624044128326,31770.624044128326,500.0,1.0
416,485.0,485,398.36,0.1242800989098765,0,76848.0,31911.50924556213,31911.50924556213,500.0,1.0
417,77.0,77,389.9,0.12365869841532712,0,76925.0,31862.748040416587,31862.748040416587,500.0,1.0
418,500.0,500,389.9,0.12304040492325048,1,77425.0,32024.12777294476,32024.12777294476,500.0,1.0
419,500.0,500,389.9,0.12242520289863423,1,77925.0,32183.6057438725,32183.6057438725,500.0,1.0
420,22.0,22,381.04,0.12181307688414106,0,77947.0,32170.847001133792,32170.847001133792,500.0,1.0
421,242.0,242,375.88,0.12120401149972035,0,78189.0,32101.972647412276,32101.972647412276,500.0,1.0
422,500.0,500,375.88,0.12059799144222175,1,78689.0,32259.40055816356,32259.40055816356,500.0,1.0
423,14.0,14,366.16,0.11999500148501063,0,78703.0,32253.289651202438,32253.289651202438,500.0,1.0
424,500.0,500,366.16,0.11939502647758558,1,79203.0,32409.122546947314,32409.122546947314,500.0,1.0
425,500.0,500,375.88,0.11879805134519765,1,79703.0,32563.13337577855,32563.13337577855,500.0,1.0
426,500.0,500,379.9,0.11820406108847166,1,80203.0,32715.342618307655,32715.342618307655,500.0,1.0
427,500.0,500,379.9,0.1176130407830293,1,80703.0,32865.770491803276,32865.770491803276,500.0,1.0
428,500.0,500,379.9,0.11702497557911415,1,81203.0,33014.4369541008,33014.4369541008,500.0,1.0
429,500.0,500,379.9,0.11643985070121858,1,81703.0,33161.36170744563,33161.36170744563,500.0,1.0
430,500.0,500,379.9,0.11585765144771248,1,82203.0,33306.5642022715,33306.5642022715,500.0,1.0
431,14.0,14,370.18,0.11527836319047392,0,82217.0,33301.94641501715,33301.94641501715,500.0,1.0
432,500.0,500,370.18,0.11470197137452155,1,82717.0,33445.71231460048,33445.71231460048,500.0,1.0
433,129.0,129,362.76,0.11412846151764894,0,82846.0,33377.46368053592,33377.46368053592,500.0,1.0
434,107.0,107,354.9,0.1135578192100607,0,82953.0,33316.90548217206,33316.90548217206,500.0,1.0
435,400.0,400,352.9,0.11299003011401039,0,83353.0,33340.36985599154,33340.36985599154,500.0,1.0
436,55.0,55,344.2,0.11242507996344034,0,83408.0,33306.61017591112,33306.61017591112,500.0,1.0
437,12.0,12,334.44,0.11186295456362313,0,83420.0,33303.793924668396,33303.793924668396,500.0,1.0
438,500.0,500,334.44,0.11130363979080501,1,83920.0,33445.4047455224,33445.4047455224,500.0,1.0
439,246.0,246,329.36,0.11074712159185099,0,84166.0,33375.94554822775,33375.94554822775,500.0,1.0
440,370.0,370,326.76,0.11019338598389174,0,84536.0,33372.161074380165,33372.161074380165,500.0,1.0
441,497.0,497,326.7,0.10964241905397228,0,85033.0,33506.77434813684,33506.77434813684,500.0,1.0
442,154.0,154,319.78,0.10909420695870241,0,85187.0,33434.36869126349,33434.36869126349,500.0,1.0
443,500.0,500,319.78,0.1085487359239089,1,85687.0,33571.53999256047,33571.53999256047,500.0,1.0
444,181.0,181,313.4,0.10800599224428936,0,85868.0,33496.275302329355,33496.275302329355,500.0,1.0
445,500.0,500,322.46,0.10746596228306791,1,86368.0,33631.776977654335,33631.776977654335,500.0,1.0
446,500.0,500,325.74,0.10692863247165257,1,86868.0,33765.72796557341,33765.72796557341,500.0,1.0
447,500.0,500,328.72,0.1063939893092943,1,87368.0,33898.14498846399,33898.14498846399,500.0,1.0
448,202.0,202,326.16,0.10586201936274783,0,87570.0,33822.574916294645,33822.574916294645,500.0,1.0
449,500.0,500,334.16,0.10533270926593409,1,88070.0,33953.33251323157,33953.33251323157,500.0,1.0
450,135.0,135,336.28,0.10480604571960442,0,88205.0,33886.170987654325,33886.170987654325,500.0,1.0
451,500.0,500,336.28,0.1042820154910064,1,88705.0,34015.47957974642,34015.47957974642,500.0,1.0
452,500.0,500,336.28,0.10376060541355137,1,89205.0,34143.31339082936,34143.31339082936,500.0,1.0
453,136.0,136,335.6,0.1032418023864836,0,89341.0,34076.233829900244,34076.233829900244,500.0,1.0
454,382.0,382,338.54,0.10272559337455119,0,89723.0,34076.216057947946,34076.216057947946,500.0,1.0
455,83.0,83,336.74,0.10221196540767843,0,89806.0,34030.13787706799,34030.13787706799,500.0,1.0
456,10.0,10,330.14,0.10170090558064004,0,89816.0,34032.3364881502,34032.3364881502,500.0,1.0
457,26.0,26,328.28,0.10119240105273684,0,89842.0,34021.685954924375,34021.685954924375,500.0,1.0
458,500.0,500,328.28,0.10068643904747315,1,90342.0,34147.96205259243,34147.96205259243,500.0,1.0
459,500.0,500,328.28,0.10018300685223579,1,90842.0,34272.81593499176,34272.81593499176,500.0,1.0
460,500.0,500,332.52,0.0996820918179746,1,91342.0,34396.26255198487,34396.26255198487,500.0,1.0
461,500.0,500,338.46,0.09918368135888474,1,91842.0,34518.316674587455,34518.316674587455,500.0,1.0
462,500.0,500,344.0,0.09868776295209031,1,92342.0,34638.99289743446,34638.99289743446,500.0,1.0
463,500.0,500,349.58,0.09819432413732986,1,92842.0,34758.30564120745,34758.30564120745,500.0,1.0
464,15.0,15,339.88,0.09770335251664321,0,92857.0,34757.413788458674,34757.413788458674,500.0,1.0
465,500.0,500,339.88,0.09721483575406,1,93357.0,34875.64067984738,34875.64067984738,500.0,1.0
466,500.0,500,340.18,0.09672876157528969,1,93857.0,34992.53372230103,34992.53372230103,500.0,1.0
467,500.0,500,348.64,0.09624511776741324,1,94357.0,35108.10678209354,35108.10678209354,500.0,1.0
468,500.0,500,348.64,0.09576389217857617,1,94857.0,35222.37356180144,35222.37356180144,500.0,1.0
469,500.0,500,348.64,0.09528507271768329,1,95357.0,35335.34760252953,35335.34760252953,500.0,1.0
470,500.0,500,358.2,0.09480864735409487,1,95857.0,35447.04228610231,35447.04228610231,500.0,1.0
471,500.0,500,363.36,0.0943346041173244,1,96357.0,35557.47083722126,35557.47083722126,500.0,1.0
472,500.0,500,363.36,0.09386293109673778,1,96857.0,35666.6463255889,35666.6463255889,500.0,1.0
473,500.0,500,373.08,0.09339361644125409,1,97357.0,35774.581668000115,35774.581668000115,500.0,1.0
474,500.0,500,373.08,0.09292664835904782,1,97857.0,35881.28963040111,35881.28963040111,500.0,1.0
475,500.0,500,373.08,0.09246201511725258,1,98357.0,35986.7828299169,35986.7828299169,500.0,1.0
476,500.0,500,373.08,0.09199970504166631,1,98857.0,36091.07373684767,36091.07373684767,500.0,1.0
477,500.0,500,373.08,0.09153970651645797,1,99357.0,36194.17467663462,36194.17467663462,500.0,1.0
478,500.0,500,373.08,0.09108200798387568,1,99857.0,36296.09783179566,36296.09783179566,500.0,1.0
479,500.0,500,373.08,0.0906265979439563,1,100357.0,36396.855243831735,36396.855243831735,500.0,1.0
480,500.0,500,373.08,0.09017346495423652,1,100857.0,36496.458815104175,36496.458815104175,500.0,1.0
481,500.0,500,382.8,0.08972259762946533,1,101357.0,36594.92031068331,36594.92031068331,500.0,1.0
482,500.0,500,382.8,0.089273984641318,1,101857.0,36692.251360169415,36692.251360169415,500.0,1.0
483,500.0,500,390.22,0.0888276147181114,1,102357.0,36788.46345948588,36788.46345948588,500.0,1.0
484,192.0,192,391.92,0.08838347664452084,0,102549.0,36713.27233027116,36713.27233027116,500.0,1.0
485,500.0,500,393.92,0.08794155926129824,1,103049.0,36808.38530768413,36808.38530768413,500.0,1.0
486,500.0,500,402.82,0.08750185146499175,1,103549.0,36902.40539636572,36902.40539636572,500.0,1.0
487,500.0,500,412.58,0.08706434220766679,1,104049.0,36995.343641032334,36995.343641032334,500.0,1.0
488,500.0,500,412.58,0.08662902049662846,1,104549.0,37087.21096059527,37087.21096059527,500.0,1.0
489,500.0,500,417.66,0.08619587539414532,1,105049.0,37178.01814980701,37178.01814980701,500.0,1.0
490,500.0,500,420.26,0.08576489601717459,1,105549.0,37267.77588088297,37267.77588088297,500.0,1.0
491,500.0,500,420.32,0.08533607153708872,1,106049.0,37356.49470509912,37356.49470509912,500.0,1.0
492,500.0,500,427.24,0.08490939117940327,1,106549.0,37444.185054365786,37444.185054365786,500.0,1.0
493,280.0,280,422.84,0.08448484422350626,0,106829.0,37376.3795860094,37376.3795860094,500.0,1.0
494,500.0,500,429.22,0.08406242000238873,1,107329.0,37462.866925371665,37462.866925371665,500.0,1.0
495,500.0,500,429.22,0.08364210790237678,1,107829.0,37548.351000918265,37548.351000918265,500.0,1.0
496,500.0,500,429.22,0.0832238973628649,1,108329.0,37632.841827360826,37632.841827360826,500.0,1.0
497,500.0,500,429.22,0.08280777787605056,1,108829.0,37716.349307110264,37716.349307110264,500.0,1.0
498,252.0,252,430.22,0.08239373898667031,0,109081.0,37642.7997491976,37642.7997491976,500.0,1.0
499,462.0,462,429.46,0.08198177029173696,0,109543.0,37685.42372118988,37685.42372118988,500.0,1.0
500,289.0,289,432.54,0.08157186144027828,0,109832.0,37619.687104000004,37619.687104000004,500.0,1.0
501,13.0,13,422.8,0.0811640021330769,0,109845.0,37629.677268218045,37629.677268218045,500.0,1.0
502,500.0,500,422.8,0.08075818212241151,1,110345.0,37711.416378311456,37711.416378311456,500.0,1.0
503,387.0,387,427.82,0.08035439121179945,0,110732.0,37691.90396389061,37691.90396389061,500.0,1.0
504,202.0,202,424.22,0.07995261925574046,0,110934.0,37617.7702664399,37617.7702664399,500.0,1.0
505,194.0,194,426.44,0.07955285615946175,0,111128.0,37544.62662876188,37544.62662876188,500.0,1.0
506,189.0,189,430.02,0.07915509187866444,0,111317.0,37472.33000437438,37472.33000437438,500.0,1.0
507,500.0,500,439.5,0.07875931641927113,1,111817.0,37552.756727316584,37552.756727316584,500.0,1.0
508,500.0,500,439.5,0.07836551983717477,1,112317.0,37632.26038114575,37632.26038114575,500.0,1.0
509,500.0,500,439.5,0.07797369223798889,1,112817.0,37710.849973560405,37710.849973560405,500.0,1.0
510,500.0,500,439.5,0.07758382377679894,1,113317.0,37788.53441368705,37788.53441368705,500.0,1.0
511,141.0,141,432.32,0.07719590465791494,0,113458.0,37727.45890219477,37727.45890219477,500.0,1.0
512,500.0,500,432.32,0.07680992513462537,1,113958.0,37804.38902282715,37804.38902282715,500.0,1.0
513,39.0,39,423.1,0.07642587550895225,0,113997.0,37796.259225060705,37796.259225060705,500.0,1.0
514,500.0,500,432.8,0.07604374613140748,1,114497.0,37872.55758981968,37872.55758981968,500.0,1.0
515,15.0,15,423.1,0.07566352740075044,0,114512.0,37882.66734282213,37882.66734282213,500.0,1.0
516,71.0,71,414.52,0.07528520976374668,0,114583.0,37853.560344180034,37853.560344180034,500.0,1.0
517,500.0,500,414.52,0.07490878371492794,1,115083.0,37929.47450138241,37929.47450138241,500.0,1.0
518,500.0,500,414.52,0.0745342397963533,1,115583.0,38004.5208665643,38004.5208665643,500.0,1.0
519,242.0,242,409.36,0.07416156859737154,0,115825.0,37931.978957607076,37931.978957607076,500.0,1.0
520,179.0,179,402.94,0.07379076075438468,0,116004.0,37862.7774556213,37862.7774556213,500.0,1.0
521,128.0,128,395.5,0.07342180695061275,0,116132.0,37807.424198997214,37807.424198997214,500.0,1.0
522,105.0,105,387.6,0.07305469791585968,0,116237.0,37761.57525946477,37761.57525946477,500.0,1.0
523,129.0,129,380.18,0.07268942442628039,0,116366.0,37706.119972653716,37706.119972653716,500.0,1.0
524,121.0,121,372.6,0.07232597730414898,0,116487.0,37653.78388132976,37653.78388132976,500.0,1.0
525,163.0,163,365.86,0.07196434741762824,0,116650.0,37588.74848072561,37588.74848072561,500.0,1.0
